Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,YouTube Link,Offer Info,Tracks Included,Years Remaining,Expiration Date
4790,"$220,000 ",9.00 x LTM,"$24,432 ","$26,134 ",22.03 Years,,,,Life of Rights,"$***,***","$150,000 ",4790,"08iGSxMieVU,LamSsxwaaSE",22 offers made by 9 investors,249,,
4753,"$20,001 ",5.51 x LTM,"$3,627 ","$2,284 ",2.32 Years,,"$14,200 ",9-Jul-22,Life of Rights,"$**,***","$3,752 ",4753,"IM-0uSluHT4,zgNVvtOp8mU",15 offers made by 4 investors,17,,
4956,"$88,442 ",7.50 x LTM,"$11,797 ","$10,021 ",7.94 Years,,,,Life of Rights,"$**,***","$40,000 ",4956,_mVJJvx04_w,8 offers made by 3 investors,2,,
5021,"$30,500 ",6.28 x LTM,"$4,853 ","$7,546 ",6.19 Years,1,,,Life of Rights,"$**,***","$4,853 ",5021,6Prfg3vyZkA,21 offers made by 4 investors,,,
5016,"$34,000 ",6.81 x LTM,"$4,996 ","$6,327 ",4.34 Years,,,,Life of Rights,—,"$10,000 ",5016,,35 offers made by 7 investors,824,,
5013,"$23,300 ",1.86 x LTM,"$12,520 ",—,1.53 Years,,,,Life of Rights,—,"$12,520 ",5013,"G9z5iVNGeRA,RIFsP5N769w,Up0GIUtSX9k",8 offers made by 4 investors,24,,
4295,"$26,000 ",9.08 x LTM,"$2,863 ","$2,816 ",5.20 Years,,,,Term Advance 30-Year,"$**,***","$2,939 ",4295,"jtE6Dlpwh3c,fNkPOLpQjlw",19 offers made by 6 investors,38,30,28-Jan-53
4999,"$12,900 ",8.19 x LTM,"$1,575 ","$1,667 ",5.25 Years,1,"$33,500 ",1-Dec-17,Life of Rights,"$**,***","$2,100 ",4999,K-8GWoC8Fp0,8 offers made by 6 investors,,,
4974,"$141,899 ",5.86 x LTM,"$24,215 ","$30,838 ",5.12 Years,,,,Life of Rights,"$***,***","$24,215 ",4974,"LyxFt9ecT28,_aI0WM2OjTw,fJQP-ZLv6DU",13 offers made by 2 investors,52,,
5003,"$11,000 ",3.89 x LTM,"$2,829 ",—,1.45 Years,,,,Life of Rights,—,"$2,829 ",5003,"Up0GIUtSX9k,PjtosbQC4_g,RIFsP5N769w",13 offers made by 5 investors,5,,
4997,"$35,294 ",3.17 x LTM,"$11,137 ","$10,571 ",2.65 Years,,,,Term Advance 10-Year,"$**,***","$11,137 ",4997,"q1VJs-1jHQM,4976Fgvf5Ps,H0qVhi01Lp4",10 offers made by 3 investors,9,10,24-Jan-33
5001,"$5,000 ",5.30 x LTM,$943 ,"$1,160 ",2.23 Years,,,,Term Advance 10-Year,"$*,***",$943 ,5001,"daJgg8o0aNA,Q0OUZHD7XG4,UAUX-Yhdy0k",5 offers made by 3 investors,14,10,23-Jan-33
3945,"$9,500 ",2.67 x LTM,"$3,554 ","$3,568 ",3.24 Years,1,"$14,000 ",22-Apr-21,Term Advance 30-Year,"$**,***","$3,546 ",3945,1bfi4UMq7qI,12 offers made by 7 investors,,28.24,22-Apr-51
5002,"$6,000 ",4.68 x LTM,"$1,281 ","$1,495 ",2.62 Years,,,,Term Advance 10-Year,"$*,***","$1,281 ",5002,"daJgg8o0aNA,Q0OUZHD7XG4,UAUX-Yhdy0k",5 offers made by 3 investors,14,10,21-Jan-33
4989,"$13,000 ",7.02 x LTM,"$1,851 ","$3,403 ",3.78 Years,,,,Life of Rights,"$**,***","$6,350 ",4989,MkFmMFY1Q6Y,22 offers made by 8 investors,16,,
4984,"$10,000 ",6.71 x LTM,"$1,491 ","$2,345 ",4.79 Years,,,,Term Advance 30-Year,"$*,***","$4,600 ",4984,KI9e5T8X4DQ,14 offers made by 5 investors,2,30,19-Jan-53
4985,"$7,400 ",5.87 x LTM,"$1,260 ","$1,355 ",3.86 Years,,,,Term Advance 30-Year,"$*,***","$4,600 ",4985,xjGj99eQIqQ,12 offers made by 4 investors,2,30,18-Jan-53
3815,"$32,051 ",10.37 x LTM,"$3,092 ","$2,390 ",10.40 Years,,"$11,057 ",10-Sep-20,Life of Rights,"$**,***","$20,000 ",3815,"G8jCIntzNY4,_IHH2ibMjIQ",101 offers made by 30 investors,52,,
4980,"$15,500 ",4.37 x LTM,"$3,546 ",—,1.77 Years,,,,Term Advance 10-Year,—,"$3,925 ",4980,"MfEuvEk896E,BzKakYP-qvw,qfSljVwOsFo",15 offers made by 3 investors,25,10,16-Jan-33
4983,"$65,500 ",4.51 x LTM,"$14,510 ","$20,817 ",2.79 Years,,,,Life of Rights,"$**,***","$30,000 ",4983,"vvzhChnHWYo,4wNpOeakhEM,bKuAMmTqUbs,APATH3ea-D0",17 offers made by 6 investors,20,,
4641,"$11,900 ",5.45 x LTM,"$2,185 ","$8,624 ",3.05 Years,,"$32,000 ",13-May-22,Life of Rights,"$**,***","$11,900 ",4641,"I2IvHbXZp-I,jpBRbPc_eb4",6 offers made by 3 investors,3,,
4961,"$116,000 ",7.76 x LTM,"$14,950 ","$27,898 ",6.08 Years,,,,Life of Rights,"$***,***","$90,000 ",4961,#NAME?,20 offers made by 5 investors,42,,
4692,"$8,000 ",10.78 x LTM,$742 ,"$1,083 ",2.85 Years,,"$6,950 ",27-May-22,Term Advance 30-Year,"$*,***","$1,083 ",4692,"gOqKKKUCMNY,7j2ZZw1PrnM,y4rrC8_K7vw",13 offers made by 6 investors,24,29.38,27-May-52
4986,"$8,211 ",3.52 x LTM,"$2,335 ","$2,053 ",3.82 Years,1,,,Term Advance 10-Year,"$*,***","$2,335 ",4986,5aPH1L4IhBM,5 offers made by 4 investors,,10,9-Jan-33
4893,"$192,250 ",8.45 x LTM,"$22,764 ","$15,831 ",17.61 Years,,,,Life of Rights,"$***,***","$150,000 ",4893,"gH476CxJxfg,vEY_mg2y-rg",40 offers made by 12 investors,14,,
4975,"$17,000 ",3.79 x LTM,"$4,488 ","$8,502 ",3.36 Years,,,,Life of Rights,"$**,***","$4,488 ",4975,"KHyjGty526Y,ZqkUAEbkx5A,nZ9kr7Ln9c8",9 offers made by 2 investors,11,,
3813,"$23,000 ",9.64 x LTM,"$2,386 ","$4,033 ",3.75 Years,1,"$25,000 ",30-Sep-20,Life of Rights,"$**,***","$23,000 ",3813,b9NculQEBa0,49 offers made by 13 investors,,,
4695,"$137,900 ",6.47 x LTM,"$21,323 ","$17,430 ",2.47 Years,,,,Life of Rights,—,"$40,000 ",4695,,15 offers made by 8 investors,415,,
4657,"$17,700 ",15.85 x LTM,"$1,117 ",$963 ,15.17 Years,,"$11,000 ",24-May-22,Term Advance 30-Year,"$*,***","$1,068 ",4657,"Mfn5y9tCa2g,G2q7f7des2w,ktBMxkLUIwY",39 offers made by 10 investors,17,29.38,24-May-52
4946,"$185,000 ",7.67 x LTM,"$24,115 ","$27,017 ",6.17 Years,,,,Life of Rights,"$***,***","$133,000 ",4946,#NAME?,8 offers made by 4 investors,30,,
4953,"$15,000 ",5.43 x LTM,"$2,762 ","$3,593 ",4.93 Years,1,,,Life of Rights,"$**,***","$12,000 ",4953,BmLSua7LPR8,30 offers made by 5 investors,,,
4944,"$52,000 ",8.12 x LTM,"$6,404 ","$7,467 ",11.01 Years,,,,Life of Rights,"$**,***","$40,000 ",4944,"AnmWwudeqfM,cFJ5qCmvPkY,MX5OqyBYKh4",20 offers made by 6 investors,213,,
3947,"$6,200 ",1.71 x LTM,"$3,628 ",—,2.99 Years,1,"$14,100 ",21-Apr-21,Term Advance 30-Year,"$**,***","$3,763 ",3947,1bfi4UMq7qI,24 offers made by 8 investors,,28.31,21-Apr-51
4955,"$75,000 ",4.02 x LTM,"$18,657 ","$15,681 ",7.25 Years,1,,,Term Advance 10-Year,"$**,***","$55,000 ",4955,"WNysPwFvQcc,jtmhKTNV1HA",8 offers made by 5 investors,,10,25-Dec-32
4960,"$145,000 ",13.37 x LTM,"$10,848 ","$8,943 ",10.15 Years,,,,Life of Rights,"$**,***","$45,000 ",4960,"HKtsdZs9LJo,lA-gGl6qihQ,opeETnB8m8w",34 offers made by 6 investors,46,,
4973,"$175,000 ",16.70 x LTM,"$10,479 ","$9,575 ",46.21 Years,,,,Life of Rights,—,"$50,000 ",4973,"KzOJaHHlIcQ,gXuiaQnA8ls,yhymixj4Tr0",34 offers made by 5 investors,51,,
4969,"$18,000 ",5.09 x LTM,"$3,534 ","$3,965 ",7.00 Years,1,,,Term Advance 10-Year,"$**,***","$3,534 ",4969,wklCLjvP8Hs,6 offers made by 3 investors,,10,22-Dec-32
4920,"$780,000 ",9.40 x LTM,"$83,000 ","$74,284 ",29.53 Years,,,,Life of Rights,"$***,***","$500,000 ",4920,"yE8c7CEwdOE,rzE5nbWdKTs,29ebiwO4O70",10 offers made by 6 investors,60,,
4971,"$6,250 ",4.72 x LTM,"$1,323 ",—,1.95 Years,,,,Life of Rights,—,"$4,000 ",4971,"QQoYXLbji8Q,23BBiegICpY",6 offers made by 3 investors,17,,
4968,"$20,000 ",10.89 x LTM,"$1,836 ","$1,836 ",24.95 Years,1,,,Life of Rights,"$**,***","$1,836 ",4968,VzDN7mCDoC0,54 offers made by 10 investors,,,
4970,"$8,000 ",5.02 x LTM,"$1,593 ","$1,654 ",9.91 Years,,,,Term Advance 10-Year,—,"$3,000 ",4970,"zrqYTa9jWoY,Ue2B6CuwXms",4 offers made by 4 investors,66,10,21-Dec-32
4951,"$5,301 ",1.39 x LTM,"$3,819 ",—,1.00 Years,1,,,Life of Rights,—,"$3,819 ",4951,2W1KE5IdIzo,11 offers made by 3 investors,,,
4942,"$28,500 ",2.64 x LTM,"$10,781 ","$13,112 ",4.97 Years,,,,Term Advance 10-Year,—,"$10,802 ",4942,,10 offers made by 5 investors,4,10,16-Dec-32
4851,"$10,000 ",10.73 x LTM,$932 ,$906 ,2.21 Years,,"$8,000 ",23-Sep-22,Life of Rights,"$*,***","$10,000 ",4851,"wVo6jw6xHcQ,BRFuKV4cJBM,VTnAiVLWS6w",18 offers made by 5 investors,13,,
4947,"$95,000 ",5.87 x LTM,"$16,182 ","$16,810 ",3.10 Years,,,,Life of Rights,"$**,***","$64,000 ",4947,"7M2wE6J2gL8,jW3aJ-3SEVU,WNl8kDDdnOo",27 offers made by 7 investors,46,,
4950,"$72,500 ",6.98 x LTM,"$10,389 ","$29,748 ",5.25 Years,,,,Life of Rights,"$**,***","$50,000 ",4950,"eP4eqhWc7sI,sDwrIlg-6YU",22 offers made by 5 investors,14,,
4948,"$77,000 ",9.90 x LTM,"$7,781 ","$8,269 ",7.06 Years,,,,Life of Rights,"$**,***","$60,000 ",4948,"QnxpHIl5Ynw,vK3xgCmpXdk",15 offers made by 5 investors,15,,
4938,"$15,000 ",3.38 x LTM,"$4,440 ","$3,833 ",9.60 Years,,,,Term Advance 10-Year,—,"$4,440 ",4938,,4 offers made by 4 investors,369,10,8-Dec-32
4913,"$100,000 ",6.54 x LTM,"$15,280 ",—,4.83 Years,,,,Life of Rights,—,"$40,000 ",4913,"IumYMCllMsM,L_7HwhJnMF0",20 offers made by 8 investors,3,,
4909,"$23,500 ",5.94 x LTM,"$3,958 ",—,1.40 Years,1,"$12,000 ",8-Nov-22,Life of Rights,—,"$22,500 ",4909,qshGZLpO3PQ,,,,
4908,"$24,165 ",12.95 x LTM,"$1,866 ","$1,449 ",56.56 Years,,,,Life of Rights,—,"$15,000 ",4908,,58 offers made by 7 investors,88,,
4904,"$23,500 ",3.60 x LTM,"$6,525 ",—,1.70 Years,,,,Life of Rights,"$**,***","$20,000 ",4904,SfMzK9xAp8w,23 offers made by 4 investors,2,,
4832,"$42,900 ",7.86 x LTM,"$5,457 ","$5,409 ",12.19 Years,,,,Life of Rights,"$**,***","$42,800 ",4832,"XXPBCuKOrZM,BKpx2KD8LV4,EQJn3_RBr04",34 offers made by 11 investors,171,,
4915,"$60,000 ",3.52 x LTM,"$17,036 ","$9,900 ",8.07 Years,,,,Life of Rights,—,"$7,285 ",4915,"Ib36P4_Xtp8,bRChz-OYi9o",8 offers made by 4 investors,2,,
4897,"$121,000 ",5.27 x LTM,"$22,958 ","$21,244 ",4.23 Years,,,,Life of Rights,"$***,***","$75,000 ",4897,"zHould3ef0Q,WHVupRkTdqo,diQ4XineDBw",6 offers made by 3 investors,4,,
4912,"$92,000 ",7.28 x LTM,"$12,643 ","$13,621 ",8.38 Years,,"$126,000 ",30-Nov-17,Life of Rights,"$***,***","$60,000 ",4912,"huFra1mnIVE,byEUIzfVLAs,6Hi-VMxT6fc,aCGJUcor30M",12 offers made by 5 investors,72,,
4813,"$150,000 ",6.47 x LTM,"$23,192 ","$20,657 ",7.51 Years,,,,Life of Rights,"$***,***","$110,000 ",4813,"hGKK8eGQQEk,Ab_aGA3xft0",17 offers made by 5 investors,26,,
4659,"$8,500 ",8.98 x LTM,$947 ,"$1,666 ",3.89 Years,,"$9,250 ",24-May-22,Life of Rights,"$*,***","$8,500 ",4659,"YBC_-6kNJDU,RloRSwRd-pE,HFuu0vZBb7g",22 offers made by 10 investors,5,,
4917,"$4,500 ",3.71 x LTM,"$1,213 ","$1,344 ",4.55 Years,,,,Term Advance 10-Year,—,"$1,213 ",4917,"FyQQTAzt2Ng,Gmx0NEkgoNE,SB-4sTwxURU",4 offers made by 4 investors,87,10,17-Nov-32
4916,"$5,400 ",3.93 x LTM,"$1,376 ",$576 ,1.24 Years,,,,Term Advance 10-Year,—,"$1,376 ",4916,,2 offers made by 2 investors,39,10,16-Nov-32
4910,"$3,750 ",2.73 x LTM,"$1,372 ",—,1.40 Years,1,,,Term Advance 30-Year,—,"$1,350 ",4910,qshGZLpO3PQ,,,30,15-Nov-52
3704,"$2,551 ",6.62 x LTM,$386 ,$396 ,5.77 Years,,"$4,825 ",27-Jul-19,Term Advance 10-Year,"$*,***","$2,500 ",3704,1vAqaUwLg7g,64 offers made by 28 investors,22,6.7,27-Jul-29
4757,"$6,800 ",7.32 x LTM,$929 ,$782 ,2.69 Years,,"$4,100 ",22-Jul-22,Term Advance 30-Year,"$*,***","$6,000 ",4757,,16 offers made by 7 investors,81,29.7,22-Jul-52
4883,"$49,000 ",5.81 x LTM,"$8,439 ","$5,201 ",53.07 Years,,,,Life of Rights,—,"$8,439 ",4883,6Mu54N9NSaQ,40 offers made by 13 investors,156,,
4816,"$21,000 ",2.95 x LTM,"$7,113 ",—,1.50 Years,1,,,Term Advance 10-Year,—,"$12,000 ",4816,gTf36GEcK8s,11 offers made by 6 investors,,10,9-Nov-32
3203,"$5,500 ",2.88 x LTM,"$1,911 ","$2,994 ",6.44 Years,,"$37,200 ",20-Jun-19,Term Advance 10-Year,"$*,***",$100 ,3203,lLY8iPypOmU,22 offers made by 13 investors,30,6.62,20-Jun-29
4089,"$12,228 ",3.78 x LTM,"$3,232 ","$2,888 ",15.30 Years,,"$18,750 ",21-Jul-21,Term Advance 10-Year,"$**,***","$3,038 ",4089,#NAME?,5 offers made by 4 investors,178,7.83,3-Sep-30
4873,"$32,000 ",6.21 x LTM,"$5,152 ","$7,960 ",4.44 Years,,,,Life of Rights,"$**,***","$19,500 ",4873,"Rq-UM5vL6tg,vJgwn7b5Iug,jEW4tgk8ukU",11 offers made by 5 investors,16,,
4884,"$7,000 ",7.07 x LTM,$989 ,$928 ,6.37 Years,,,,Life of Rights,"$*,***","$3,000 ",4884,"JbVb6P77qeg,Iz-JHnywOOY,bauroEzV4OE",19 offers made by 9 investors,37,,
4876,"$15,105 ",7.17 x LTM,"$2,107 ","$3,119 ",3.73 Years,,,,Life of Rights,"$**,***","$12,250 ",4876,"9QT64nOp854,7q_gdH685RU,AS-ffceb0HY",11 offers made by 6 investors,5,,
4846,"$266,250 ",7.81 x LTM,"$34,095 ","$25,205 ",11.07 Years,,,,Life of Rights,"$***,***","$125,000 ",4846,"dZX6Q-Bj_xg,DiEwJTOderQ,T0RvPYRRRbE",45 offers made by 9 investors,35,,
4802,"$35,500 ",5.26 x LTM,"$6,751 ","$8,192 ",3.70 Years,,,,Life of Rights,—,"$10,000 ",4802,"gNDjr7MH67k,xQVowR4myeU,fQvj3hg3uwg,RizIubXJQyk",15 offers made by 6 investors,33,,
4844,"$5,525 ",3.85 x LTM,"$1,435 ",—,1.00 Years,1,,,Term Advance 30-Year,—,"$1,296 ",4844,FaA1-weqWgg,6 offers made by 2 investors,,30,17-Oct-52
4843,"$4,460 ",4.15 x LTM,"$1,075 ",—,1.00 Years,1,,,Term Advance 30-Year,—,"$1,075 ",4843,FaA1-weqWgg,8 offers made by 2 investors,,30,17-Oct-52
4865,"$95,000 ",12.42 x LTM,"$7,646 ","$7,118 ",38.21 Years,1,"$56,000 ",13-Sep-17,Life of Rights,"$**,***","$50,000 ",4865,"w6r4E514nJg,sAFxxMvK1jI",23 offers made by 7 investors,,,
4863,"$16,100 ",5.43 x LTM,"$2,966 ","$4,060 ",5.66 Years,,,,Life of Rights,"$**,***","$9,000 ",4863,"PidyY_86teE,8UzKythjMqM",32 offers made by 5 investors,52,,
4800,"$33,000 ",7.66 x LTM,"$4,310 ","$4,451 ",3.81 Years,,"$20,300 ",26-Aug-22,Life of Rights,—,"$23,000 ",4800,"MssBVuguSzg,fdR17ulmr7g,-1iOcmML62I",16 offers made by 8 investors,269,,
4834,"$14,000 ",16.40 x LTM,$853 ,"$1,210 ",5.75 Years,1,"$6,500 ",2-Sep-22,Life of Rights,"$*,***",$853 ,4834,Z9eMk051dYg,3 offers made by 3 investors,,,
4853,"$9,000 ",3.75 x LTM,"$2,398 ",—,4.06 Years,1,,,Life of Rights,"$**,***","$2,398 ",4853,35hNi33F7Mk,,,,
4841,"$41,500 ",4.63 x LTM,"$8,959 ","$14,224 ",4.06 Years,1,,,Life of Rights,"$**,***","$20,000 ",4841,35hNi33F7Mk,,,,
4840,"$8,750 ",2.68 x LTM,"$3,262 ","$5,603 ",4.06 Years,,,,Term Advance 30-Year,"$**,***","$8,000 ",4840,35hNi33F7Mk,6 offers made by 3 investors,2,30,6-Oct-52
4839,"$9,000 ",7.88 x LTM,"$1,142 ","$1,204 ",10.46 Years,,,,Term Advance 30-Year,"$*,***","$3,500 ",4839,"ffOX5ub0tYY,2GHjeBSzNbA",16 offers made by 4 investors,4,30,5-Oct-52
4823,"$170,000 ",3.75 x LTM,"$45,295 ","$46,354 ",10.41 Years,,,,Life of Rights,—,"$45,295 ",4823,,15 offers made by 5 investors,85,,
4726,"$16,100 ",14.13 x LTM,"$1,139 ",—,3.41 Years,,"$10,200 ",13-Jul-22,Life of Rights,"$*,***","$16,000 ",4726,"Px-Pi5UjB40,RQ6lv10fFHE",5 offers made by 2 investors,2,,
4434,"$33,000 ",9.50 x LTM,"$3,476 ","$3,273 ",4.75 Years,,"$20,000 ",17-Dec-21,Life of Rights,"$**,***","$3,120 ",4434,"11WlRk1yjF4,9QDoYaXyTGE,k1FJsSrUryU",8 offers made by 4 investors,10,,
4835,"$38,000 ",4.16 x LTM,"$9,132 ",—,2.27 Years,1,,,Life of Rights,"$**,***","$30,000 ",4835,Qqlw8iQeTHs,5 offers made by 2 investors,,,
4827,"$52,500 ",16.98 x LTM,"$3,093 ","$2,788 ",10.02 Years,,,,Life of Rights,"$**,***","$25,000 ",4827,"lA-gGl6qihQ,opeETnB8m8w,HKtsdZs9LJo",13 offers made by 3 investors,46,,
4821,"$43,000 ",4.88 x LTM,"$8,809 ",—,3.43 Years,,,,Life of Rights,"$**,***","$17,000 ",4821,"AS-ffceb0HY,9QT64nOp854,QaQtR3DbQGU",13 offers made by 6 investors,5,,
4814,"$7,799 ",5.57 x LTM,"$1,400 ","$1,537 ",13.48 Years,,,,Term Advance 10-Year,"$*,***","$2,500 ",4814,"fry0Gx2wWas,XlF_GZJhd_8,1QxZl8_KZZY",,17,10,23-Sep-32
4557,"$8,000 ",7.43 x LTM,"$1,077 ",$845 ,1.97 Years,,"$8,500 ",16-Mar-22,Life of Rights,"$*,***","$7,500 ",4557,"wVo6jw6xHcQ,BRFuKV4cJBM,VTnAiVLWS6w",9 offers made by 8 investors,13,,
4826,"$11,500 ",5.94 x LTM,"$1,935 ","$2,296 ",3.11 Years,,,,Life of Rights,"$**,***","$1,935 ",4826,tHMaxILIvdI,6 offers made by 4 investors,2,,
4764,"$181,000 ",8.73 x LTM,"$20,728 ","$20,800 ",21.46 Years,,,,Life of Rights,"$***,***","$75,000 ",4764,"08iGSxMieVU,d2HfQkiZ7Xw",9 offers made by 5 investors,490,,
4006,"$60,123 ",21.80 x LTM,"$2,758 ","$2,681 ",18.01 Years,,"$27,250 ",17-Feb-21,Life of Rights,"$**,***","$50,000 ",4006,ZxRG7uoFDo4,95 offers made by 6 investors,123,,
4805,"$8,900 ",5.05 x LTM,"$1,764 ","$1,320 ",3.23 Years,,,,Term Advance 10-Year,—,"$3,000 ",4805,rZgbI44kksE,21 offers made by 4 investors,28,10,14-Sep-32
4799,"$27,000 ",2.91 x LTM,"$9,271 ",—,1.14 Years,1,,,Life of Rights,—,"$2,000 ",4799,PkKnp4SdE-w,11 offers made by 5 investors,,,
4247,"$27,800 ",6.74 x LTM,"$4,126 ","$4,638 ",2.69 Years,,"$21,500 ",28-Sep-21,Life of Rights,"$**,***","$27,800 ",4247,"oIm-GQml3ew,tvrIOGeu5Dk",20 offers made by 9 investors,11,,
4786,"$25,300 ",5.76 x LTM,"$4,392 ","$4,029 ",4.25 Years,,,,Term Advance 30-Year,—,"$4,437 ",4786,,32 offers made by 10 investors,189,30,12-Sep-52
2794,"$6,500 ",5.94 x LTM,"$1,094 ",$943 ,10.02 Years,,"$6,100 ",24-May-19,Term Advance 10-Year,"$*,***","$6,500 ",2794,8tEyAAniu5U,48 offers made by 17 investors,12,6.72,24-May-29
4782,"$6,000 ",12.14 x LTM,$494 ,—,1.70 Years,,,,Life of Rights,"$*,***",$654 ,4782,"elyJSU0_sE4,mgxa5zvc_m8,S3BdfLNIiEg",15 offers made by 3 investors,3,,
4789,"$17,000 ",7.92 x LTM,"$2,146 ","$3,280 ",3.75 Years,1,,,Life of Rights,"$**,***","$4,200 ",4789,_Wg2phwM2mI,7 offers made by 5 investors,,,
4720,"$22,250 ",8.27 x LTM,"$2,690 ","$1,745 ",22.65 Years,,,,Life of Rights,"$**,***","$2,648 ",4720,"_YOvQNgpfXY,EMglIqK1l5I,qA9grAxAZjE",64 offers made by 16 investors,94,,
4779,"$24,500 ",16.52 x LTM,"$1,483 ","$1,351 ",32.12 Years,,,,Life of Rights,"$**,***","$1,482 ",4779,"aD4IZ6O45G4,wAiij6WYniw,X5T1GrnMoJI",41 offers made by 14 investors,24,,
4785,"$7,000 ",2.72 x LTM,"$2,575 ",—,1.32 Years,,,,Term Advance 10-Year,—,"$5,000 ",4785,"8y1MfIHqTnE,nQcDnJi7XLc",2 offers made by 2 investors,15,10,30-Aug-32
3648,"$75,999 ",11.66 x LTM,"$6,520 ","$5,664 ",23.62 Years,,"$52,118 ",8-Oct-20,Term Advance 30-Year,"$**,***","$75,000 ",3648,JlWPpQmjnVQ,17 offers made by 10 investors,45,28.11,8-Oct-50
4783,"$8,600 ",4.72 x LTM,"$1,820 ",—,2.57 Years,,,,Life of Rights,"$*,***","$1,820 ",4783,"XAcUaE-BaQM,ikstfQbfOMw,w4RNarMlWok",7 offers made by 3 investors,50,,
3478,"$3,000 ",4.90 x LTM,$613 ,$722 ,10.13 Years,,"$6,200 ",12-Mar-20,Term Advance 10-Year,"$*,***","$3,000 ",3478,OR2LXXIX8ro,55 offers made by 21 investors,4,7.54,12-Mar-30
3700,"$29,000 ",8.55 x LTM,"$3,393 ","$5,491 ",6.00 Years,1,"$50,300 ",21-Apr-20,Life of Rights,"$**,***","$22,652 ",3700,"FKQ7NUhym94,p4rRCjrAyCs",45 offers made by 14 investors,,,
4780,"$20,300 ",4.71 x LTM,"$4,310 ","$4,451 ",3.56 Years,,,,Life of Rights,—,"$18,000 ",4780,"MssBVuguSzg,fdR17ulmr7g,-1iOcmML62I",15 offers made by 6 investors,269,,
4781,"$37,000 ",3.65 x LTM,"$10,140 ","$4,660 ",1.83 Years,,,,Life of Rights,—,"$10,140 ",4781,"RbnsFFJxA2Y,3mZMMEqGO0A,5KSkiWF4JZw",,36,,
4774,"$17,500 ",4.94 x LTM,"$3,540 ","$4,338 ",3.02 Years,,,,Life of Rights,—,"$3,545 ",4774,,8 offers made by 4 investors,97,,
4765,"$525,000 ",5.01 x LTM,"$104,800 ","$127,280 ",4.76 Years,,,,Life of Rights,"$***,***","$360,000 ",4765,"5XK4v2fgMPU,2KsrI8PiShw,KI9e5T8X4DQ",15 offers made by 4 investors,25,,
4775,"$29,000 ",7.81 x LTM,"$3,715 ","$3,222 ",5.83 Years,,,,Life of Rights,"$**,***","$3,902 ",4775,"CmukS2gicNc,0yDg5puKnhw,3YxzAm53m5w",6 offers made by 5 investors,4,,
4742,"$75,000 ",3.35 x LTM,"$22,416 ",—,1.26 Years,,,,Life of Rights,"$**,***","$30,000 ",4742,iMKcWsUjdzg,19 offers made by 5 investors,2,,
4748,"$30,000 ",4.19 x LTM,"$7,152 ","$6,405 ",2.51 Years,,,,Life of Rights,"$**,***","$12,000 ",4748,"Qqlw8iQeTHs,hBsJ8sjveJA",10 offers made by 5 investors,3,,
4743,"$10,500 ",9.39 x LTM,"$1,118 ","$1,596 ",9.15 Years,,,,Term Advance 30-Year,"$**,***","$1,120 ",4743,"IiDOyQCCpKs,n8HDGF4xzmk,CaTXRaSvq-M",23 offers made by 10 investors,51,30,18-Aug-52
4761,"$75,000 ",9.43 x LTM,"$7,957 ","$6,631 ",8.34 Years,,,,Life of Rights,"$**,***","$7,891 ",4761,"hwyAkd5oOG4,Dup4teLAkno",15 offers made by 8 investors,53,,
4749,"$14,000 ",8.81 x LTM,"$1,590 ","$2,167 ",4.04 Years,,,,Life of Rights,"$*,***","$1,590 ",4749,"yHizDQcJcYs,xGfWEmhR138",22 offers made by 7 investors,4,,
4762,"$62,500 ",4.55 x LTM,"$13,729 ","$5,616 ",39.05 Years,,,,Term Advance 30-Year,"$**,***","$40,000 ",4762,"KC5H9P4F5Uk,50RjCGVPhbA",13 offers made by 2 investors,2,30,14-Aug-52
4660,"$6,000 ",8.79 x LTM,$682 ,"$1,434 ",5.93 Years,,"$12,393 ",3-May-22,Life of Rights,—,"$6,000 ",4660,,18 offers made by 7 investors,57,,
4740,"$21,950 ",4.64 x LTM,"$4,734 ","$4,692 ",3.64 Years,,,,Life of Rights,"$**,***","$4,734 ",4740,"emswS81CXuo,xQVowR4myeU,s2y9NrHLvgg",18 offers made by 5 investors,20,,
4435,"$38,500 ",10.06 x LTM,"$3,826 ","$5,846 ",6.93 Years,,"$35,000 ",10-Nov-21,Life of Rights,—,"$5,688 ",4435,,20 offers made by 6 investors,2293,,
4754,"$31,000 ",5.66 x LTM,"$5,477 ","$5,263 ",3.84 Years,,,,Life of Rights,"$**,***","$15,000 ",4754,"03SeeJcQu9c,BWdbMtTCEi0",21 offers made by 6 investors,21,,
4699,"$60,000 ",4.37 x LTM,"$13,729 ","$5,616 ",39.05 Years,,,,Term Advance 30-Year,"$**,***","$30,000 ",4699,"KC5H9P4F5Uk,OQuY7dHfWrM,50RjCGVPhbA",33 offers made by 10 investors,2,30,8-Aug-52
4717,"$104,000 ",2.99 x LTM,"$34,798 ",—,1.85 Years,,,,Life of Rights,"$**,***","$95,000 ",4717,"6MCSr65d9Xc,x8FZXaBXJK0",27 offers made by 6 investors,9,,
4738,"$207,500 ",10.83 x LTM,"$19,157 ","$18,298 ",27.38 Years,,,,Life of Rights,"$***,***","$100,000 ",4738,cmXZOI7cM0M,38 offers made by 8 investors,26,,
