name,type,deal_date,market_median,multiplier,LTM,age,ID,price
"Songwriter Royalties - Chris Brown, Lotto, + More",life_of_rights,2022-09-23,,7.43,1077.0,1.97,4557,8000.0
"""I'm Leaving"" By Rileyy Lanez",life_of_rights,2022-09-22,,5.94,1935.0,3.11,4826,11500.0
Songwriter Royalties Featuring DJ Todd Terry,life_of_rights,2022-09-16,,8.73,20728.0,21.46,4764,181000.0
Established Rock Catalog Featuring Tantric,life_of_rights,2022-09-16,,21.8,2758.0,18.01,4006,60123.0
"Music Used In Netflix's ""Ask The Storybots""",10_year,2022-09-14,,5.05,1764.0,3.23,4805,8900.0
"New K-Pop Hit ""Hot Sauce"" by NCT DREAM",life_of_rights,2022-09-13,,2.91,9271.0,1.14,4799,27000.0
"Songwriter Royalties - The Game, Machine Gun Kelly, & Others",life_of_rights,2022-09-12,,6.74,4126.0,2.69,4247,27800.0
Songwriter Royalties for Music Library Catalog,30_year,2022-09-09,,5.76,4392.0,4.25,4786,25300.0
Pop & Hip-Hop With International Influence,partial_10_year,2022-09-01,,5.94,1094.0,10.02,2794,6500.0
Electronic/Dance Royalties from RUNAGROUND,life_of_rights,2022-09-02,,12.14,494.0,1.7,4782,6000.0
"""Familia"" from Spider-Man: Into The Spider-Verse",life_of_rights,2022-09-01,,7.92,2146.0,3.75,4789,17000.0
"Classic R&B/Soul Hits & ""Bittersweet"" - Songwriter Royalties",life_of_rights,2022-08-28,,8.27,2690.0,22.65,4720,22250.0
Al Green & New Kids On The Block: Songwriter Royalties,life_of_rights,2022-08-28,,16.52,1483.0,32.12,4779,24500.0
Damedot: Hip-Hop Songwriter Royalties,10_year,2022-08-30,,2.72,2575.0,1.32,4785,7000.0
Streaming Royalties from Punk Rock Icons The Misfits,partial_30_year,2022-08-30,,11.66,6520.0,23.62,3648,75999.0
"BOE Sosa, Mozzy, & Chito Rana$ - Publishing Royalties",life_of_rights,2022-08-26,,4.72,1820.0,2.57,4783,8600.0
Christina Perri Performance Royalties,partial_10_year,2022-08-27,,4.9,613.0,10.13,3478,3000.0
"Performance Royalties: Tauren Wells' ""Hills and Valleys""",life_of_rights,2022-08-26,,8.55,3393.0,6.0,3700,29000.0
Diverse Catalog Placed in TV/Film,life_of_rights,2022-08-26,,4.71,4310.0,3.56,4780,20300.0
"""Boys"" by Dean Brody + More - Songwriter Royalties",life_of_rights,2022-08-24,,3.65,10140.0,1.83,4781,37000.0
TV Placements Created by Xzibit & 21 The Producer,life_of_rights,2022-08-23,,4.94,3540.0,3.02,4774,17500.0
Publishing Royalties featuring KYLE,life_of_rights,2022-08-22,,5.01,104800.0,4.76,4765,525000.0
"""American Nights"" by Lee Brice + More - Songwriter Royalties",life_of_rights,2022-08-20,,7.81,3715.0,5.83,4775,29000.0
Publishing Royalties - 90s Kids by Jax,life_of_rights,2022-08-21,,3.35,22416.0,1.26,4742,75000.0
"Songwriter Royalties: ""Then Leave"" by Beatking feat. Queendom Come",life_of_rights,2022-08-21,,4.19,7152.0,2.51,4748,30000.0
Lecrae Hits & More Assorted Hip-Hop,30_year,2022-08-18,,9.39,1118.0,9.15,4743,10500.0
Set It Off: Growing Punk-Rock Royalties,life_of_rights,2022-08-16,,9.43,7957.0,8.34,4761,75000.0
"Future, Juice WRLD & Ugly God Royalties",life_of_rights,2022-08-15,,8.81,1590.0,4.04,4749,14000.0
"Publishing Royalties: ""Texas Flood""",30_year,2022-08-13,,4.55,13729.0,39.05,4762,62500.0
Theme Music from ABC’s America This Morning,life_of_rights,2022-08-12,,8.79,682.0,5.93,4660,6000.0
"Diverse International Catalog: R&B, K-Pop, + More",life_of_rights,2022-08-11,,4.64,4734.0,3.64,4740,21950.0
Music Featured in Reality TV Franchises,life_of_rights,2022-08-10,,10.06,3826.0,6.93,4435,38500.0
Songwriter Royalties Feat. KYLE,life_of_rights,2022-08-08,,5.66,5477.0,3.84,4754,31000.0
"""Texas Flood"" - Publishing Royalties",30_year,2022-08-07,,4.37,13729.0,39.05,4699,60000.0
"""Drankin N Smokin"" by Future & Lil Uzi Vert + More",life_of_rights,2022-08-07,,2.99,34798.0,1.85,4717,104000.0
"""I Wish"" by Skee-Lo",life_of_rights,2022-08-05,,10.83,19157.0,27.38,4738,207500.0
"""Boy You Can Keep It"" by Alex Newell",life_of_rights,2022-08-05,,1.88,6651.0,2.38,4735,12500.0
Established Global Electronic & Pop,life_of_rights,2022-08-04,,9.66,1915.0,5.89,3999,18500.0
Choices (Yup) & more E-40 classic tracks - Songwriter Royalties,30_year,2022-08-05,,11.19,1720.0,8.59,4727,19250.0
"""Fly"" By Nicki Minaj Feat. Rihanna - Publishing Royalties",life_of_rights,2022-08-03,,11.16,5556.0,10.82,4746,62000.0
"Dance/Electronic - Hayden James, DJ Snake, Flume + More",life_of_rights,2022-08-02,,8.18,15283.0,6.01,4731,125000.0
"Mozzy, Chito Rana$, & More Lyrical Hip-Hop",life_of_rights,2022-07-31,,4.45,1539.0,2.75,4744,6850.0
"""Dive In"" By Trey Songz - Producer Royalties",life_of_rights,2022-07-30,,4.52,3585.0,9.86,4706,16200.0
"Music In The Award-Winning ""Shrek"" Film Franchise",life_of_rights,2022-07-30,,11.4,77986.0,19.96,4220,888889.0
Keeping Up With The Kardashians & More TV Music,life_of_rights,2022-07-29,,4.71,1061.0,2.3,4739,5000.0
Music From Reality TV & NBA Programming,life_of_rights,2022-07-28,,2.21,2625.0,1.75,4736,5800.0
"Songwriter Royalties - Mark Battles, Dave East, & More",life_of_rights,2022-07-26,,14.96,1001.0,4.66,4730,14980.0
Hip-Hop Songwriter Royalties Feat. DaBaby,10_year,2022-07-24,,2.88,44833.0,2.26,4714,129275.0
"""Lonely"" By DaBaby Feat. Lil Wayne + More",10_year,2022-07-24,,2.71,11059.0,1.36,4715,30000.0
"Jax - ""90s Kids"" Hit Single - Songwriter Royalties",30_year,2022-07-23,,2.72,8677.0,1.0,4728,23600.0
Chill Low-Fi Royalties from Smeyeul,30_year,2022-07-22,,4.6,890.0,2.49,4734,4100.0
Swedish Hip-Hop Feat. Stress,life_of_rights,2022-07-22,,5.06,1482.0,2.12,4719,7500.0
"""Famous For (I Believe)"" By Tauren Wells - Publishing Royalties",life_of_rights,2022-07-22,,2.63,13346.0,2.47,4729,35106.0
"Music from Docuseries ""Murder Mountain""",life_of_rights,2022-07-20,,3.46,5921.0,3.77,4673,20500.0
Pop from Kristinia DeBarge and More,life_of_rights,2022-07-13,,6.41,885.0,3.77,4045,5675.0
International Pop Songwriter Royalties,life_of_rights,2022-07-13,,8.85,1153.0,3.43,4691,10200.0
"NBA YoungBoy - ""Freeddawg"" + More - Songwriter Royalties",life_of_rights,2022-07-09,,9.09,7154.0,4.03,4141,64995.0
"Performance Royalties: Meek Mill's ""Believe It""",life_of_rights,2022-07-09,,24.13,1243.0,9.25,3732,30000.0
"""Halle Berry (She's Fine)"" & More Hip Hop - Songwriter Royalties",30_year,2022-07-08,,8.49,1296.0,8.34,4693,11000.0
Rock Band - Yellowcard Publishing Royalties,life_of_rights,2022-07-07,,9.26,31456.0,18.63,4642,291152.0
"Nicki Minaj, Meek Mill, T-Pain & more Hip Hop",life_of_rights,2022-07-06,,9.48,1239.0,9.01,4700,11750.0
"""Eyes Closed"" + More from 2 Pistols - Publishing Royalties",life_of_rights,2022-07-05,,14.34,834.0,14.06,4358,11958.0
Latin Trap Hits - Songwriter Royalties,life_of_rights,2022-07-04,,9.12,1030.0,3.47,4681,9400.0
"Songwriter Royalties - Mark Battles, Dave East, & More",life_of_rights,2022-07-02,,7.99,1001.0,4.41,4617,8000.0
"Country Hit ""She Got The Best Of Me"" by Luke Combs",life_of_rights,2022-06-30,,7.82,57557.0,3.73,4688,450000.0
"KYLE feat. Kehlani: ""Playinwitme""",30_year,2022-06-30,,5.65,7526.0,4.03,4694,42500.0
"""iSpy"" by Kyle feat. Lil Yachty",30_year,2022-06-30,,6.94,5045.0,5.31,4682,35000.0
"""Playinwitme"" by KYLE feat. Kehlani",life_of_rights,2022-06-30,,5.43,4969.0,4.03,4698,27000.0
Songwriter Royalties Feat. Lil Durk,life_of_rights,2022-06-30,,12.17,1109.0,2.42,4684,13500.0
"Publishing Royalties - Yellowcard Album ""Southern Air""",life_of_rights,2022-06-27,,16.37,1100.0,9.71,4687,18000.0
"""Texas Flood"" by Stevie Ray Vaughan - Songwriter Royalties",30_year,2022-06-25,,14.39,3266.0,38.67,4683,47000.0
"""Booty Me Down"" & More Party Hits - Songwriter Royalties",life_of_rights,2022-06-26,,9.18,6319.0,9.5,4689,58000.0
"Janet Jackson - ""Let's Wait Awhile"" Songwriter Royalties",life_of_rights,2022-06-17,,14.22,3874.0,35.23,4677,55100.0
"""Dysfunctional"" & More Tech N9ne - Songwriter Royalties",30_year,2022-06-17,,7.37,18722.0,12.28,4658,137999.0
"BONNIE X CLYDE's ""Love is Killing Me"" - Songwriter Royalties",life_of_rights,2022-06-15,,6.91,1520.0,2.0,4671,10500.0
"""Boy You Can Keep It"" by Alex Newell",life_of_rights,2022-06-15,,1.58,6651.0,2.13,4669,10500.0
Songwriter Royalties from Damedot,10_year,2022-06-12,,1.93,3047.0,1.25,4653,5882.0
Music From Star Trek Franchise,life_of_rights,2022-06-10,,22.98,2393.0,53.19,4664,55000.0
"Tauren Wells: ""Famous For (I Believe)""",life_of_rights,2022-06-08,,1.8,28299.0,2.22,4645,51000.0
"Songwriter Royalties - Eric Bellinger, Waka Flocka Flame, & Trey Songz",life_of_rights,2022-06-09,,14.99,786.0,4.16,4667,11783.0
Yelawolf & Caskey - Publishing Royalties,life_of_rights,2022-06-08,,4.26,3405.0,1.12,4665,14500.0
"""All The Way Up"" - Fat Joe & Remy Ma",30_year,2022-06-08,,9.52,6304.0,6.4,4586,60000.0
"Chris Brown's Platinum Hit ""Fine China"" + More",life_of_rights,2022-06-06,,8.68,8665.0,8.07,4629,75250.0
"Songwriter Royalties: Jason Derulo, DaniLeigh & More",life_of_rights,2022-06-07,,4.58,18876.0,2.66,4646,86500.0
"Travis Scott's Hit Single ""FRANCHISE"" - Songwriter Royalties",10_year,2022-06-02,,2.72,2969.0,1.51,4654,8069.0
"""Fly"" by Nicki Minaj (Feat. Rihanna) - Songwriter Royalties",30_year,2022-06-02,,8.69,2359.0,10.94,4651,20500.0
"""Livin' It Up"" From Next Friday & More 90's Hip-Hop",life_of_rights,2022-06-01,,10.08,2777.0,20.96,4647,28000.0
Catalog Featuring Grammy-Winning EDM Artists,life_of_rights,2022-05-29,,16.73,536.0,9.6,3146,8967.0
Songwriter Royalties Featuring Damedot,10_year,2022-05-29,,2.8,1252.0,1.77,4643,3500.0
Central Intelligence + More Film Placements From The High Decibles,30_year,2022-05-27,,9.2,652.0,8.05,4637,6000.0
Yelawolf Caskey Songwriter Royalties,life_of_rights,2022-05-27,,4.59,1219.0,1.24,4649,5600.0
Contemporary Christian - Public Performance Publishing Royalties,30_year,2022-05-27,,5.86,1186.0,1.74,4636,6950.0
"Pop Music from Gabbie Hanna, Kenzie + More",life_of_rights,2022-05-26,,5.52,2556.0,2.94,4644,14118.0
Future & YoungBoy NBA Songwriter Royalties,life_of_rights,2022-05-24,,8.9,1039.0,3.37,4634,9250.0
"Songwriter Royalties - Eric Bellinger, Waka Flocka Flame, & Trey Songz",life_of_rights,2022-05-24,,10.94,786.0,4.16,4613,8600.0
"Dem Franchize Boyz ""Lean Wit It Rock Wit It"" + More",30_year,2022-05-24,,10.3,1068.0,14.56,4626,11000.0
Contemporary Worship Music by Joel Vaughn,30_year,2022-05-22,,4.82,1795.0,2.28,4635,8650.0
"Publishing Royalties - Kid Ink, MGK, Wiz Khalifa + More",life_of_rights,2022-05-20,,9.07,26468.0,9.02,4638,240000.0
"Music From ""Sons of Anarchy"" and ""F Is For Family""",life_of_rights,2022-05-21,,6.07,33767.0,8.98,4630,205000.0
Cage The Elephant Publishing Royalties,life_of_rights,2022-05-19,,14.55,3093.0,9.77,4633,45000.0
"Royalties Featuring Birdman, NBA YoungBoy and Young Thug",30_year,2022-05-13,,4.8,4169.0,2.47,4628,20000.0
Listerine Mouthwash Royalties,life_of_rights,2022-05-12,,15.71,114253.0,140.75,4580,1795000.0
"NBA YoungBoy - ""Self Control"" + More - Songwriter Royalties",life_of_rights,2022-05-09,,7.71,18538.0,3.74,4055,143000.0
Do Or Die - Songwriter Royalties,10_year,2022-05-08,,3.04,1262.0,11.78,4621,3841.0
"""Dive In"" by Trey Songz - Songwriter Royalties",life_of_rights,2022-05-07,,9.03,2934.0,6.04,4604,26500.0
Sanctus Real’s “Lead Me” & More,life_of_rights,2022-05-07,,10.49,3049.0,12.23,4620,32000.0
The High Decibels: Central Intelligence + More Film Placements,30_year,2022-05-06,,7.36,4078.0,9.41,4619,30000.0
Bad Company Sound Recording Royalties,life_of_rights,2022-05-06,,11.69,33352.0,45.06,4600,390000.0
K-Pop From Taeyeon - Performance Royalties,life_of_rights,2022-05-06,,11.93,1868.0,6.52,4614,22283.0
Lo-Fi Hip-Hop Royalties Featuring Smeyeul,30_year,2022-05-05,,3.75,3730.0,3.24,4618,14000.0
"Christian Film Rights: ""Faith's Song""",life_of_rights,2022-05-04,,2.98,20156.0,5.0,4616,60000.0
"""Ocean Avenue"" + More Yellowcard Hits",30_year,2022-05-03,,9.7,9836.0,18.69,4595,95420.0
Theme Music from ABC’s America This Morning,life_of_rights,2022-05-03,,17.61,704.0,8.84,4504,12393.0
One Direction - Producer Royalties,life_of_rights,2022-04-30,,11.1,38767.0,7.78,4570,430500.0
"Songwriter Royalties - Mark Battles, Dave East, & More",life_of_rights,2022-04-29,,10.53,1038.0,4.34,4610,10929.0
"NBA YoungBoy, Queen Naija, & Lil Durk - Publishing Royalties",life_of_rights,2022-04-28,,5.23,47843.0,3.97,4572,250000.0
"""Bags"" By Kevin Gates - Publishing Royalties",life_of_rights,2022-04-28,,2.17,33343.0,2.51,4576,72500.0
K-Pop From Taeyeon - Performance Royalties,life_of_rights,2022-04-24,,8.03,1868.0,6.52,4512,15000.0
"Music Placed in TV - Storybots, Ginny & Georgia + More",life_of_rights,2022-04-24,,5.24,5150.0,2.83,4609,27000.0
"""Pick Up Your Feelings"" By Jazmine Sullivan",life_of_rights,2022-04-23,,3.18,31796.0,1.36,4562,101000.0
K-Pop Featuring LOONA and AAA,life_of_rights,2022-04-23,,5.1,7444.0,2.42,4608,38000.0
"""Up"" By Cardi B - Producer Royalties",life_of_rights,2022-04-23,,3.94,50772.0,1.15,4589,200000.0
Producer Royalties: Country Hits From Kane Brown,life_of_rights,2022-04-20,,7.59,3889.0,5.71,4602,29500.0
Royalties from Rick Ross and more,partial_10_year,2022-04-19,,6.84,365.0,8.5,3484,2500.0
"""Dive In"" by Trey Songz - Songwriter Royalties",life_of_rights,2022-04-18,,5.93,2934.0,6.04,4251,17391.0
Songwriter Royalties - Reality TV Franchises,10_year,2022-04-17,,3.5,8146.0,5.75,4581,28500.0
Commercial Music Placed in Film,partial_10_year,2022-04-16,,4.14,1510.0,8.2,2793,6250.0
"Songwriter Royalties - Mark Battles, Dave East, & More",life_of_rights,2022-04-15,,6.5,1038.0,4.34,4591,6750.0
Dave East & Mark Battles - Publishing Royalties,life_of_rights,2022-04-15,,5.76,2777.0,3.97,4593,16000.0
"Daddy Yankee's Platinum Hit ""Rompe""",life_of_rights,2022-04-14,,10.69,982.0,16.5,4582,10500.0
Streaming-Heavy Hip-Hop from YFN Lucci & Gucci Mane,life_of_rights,2022-04-14,,8.88,796.0,4.88,4590,7075.0
"""Save The Best For Last"" By Vanessa Williams",life_of_rights,2022-04-12,,16.28,6448.0,28.39,4560,105000.0
Songwriter Royalties from Xzibit and G-Unit,10_year,2022-04-09,,5.56,2031.0,23.76,4566,11300.0
Cues From Barbie Dreamhouse Adventures,life_of_rights,2022-04-05,,3.55,6406.0,3.38,4567,22750.0
Songwriter Royalties: Machine Gun Kelly,life_of_rights,2022-04-05,,10.97,7973.0,5.0,4042,87500.0
Songwriter Royalties from Drakeo The Ruler,life_of_rights,2022-04-05,,5.41,2035.0,2.72,4574,11000.0
"Songwriter Royalties - NBA YoungBoy's ""Carter Son""",life_of_rights,2022-04-02,,5.54,1444.0,2.45,4568,8000.0
"Publishing: NBA YoungBoy's ""Carter Son""",life_of_rights,2022-04-02,,4.53,2317.0,2.45,4569,10500.0
"Mac Miller - ""Someone Like You"" + More",partial_10_year,2022-04-02,,3.68,2853.0,6.58,3990,10490.0
"Publishing Royalties - Kate Earl's Album ""Tongue Tied""",life_of_rights,2022-03-31,,9.08,2974.0,4.58,4500,27000.0
Swedish Hip-Hop Royalties From Kartellen,life_of_rights,2022-03-31,,7.32,3717.0,5.75,4558,27200.0
"NBA YoungBoy - ""Bring Em Out"" & ""Off 1Tenth""",10_year,2022-03-30,,3.08,5519.0,1.76,4544,17000.0
Quando Rondo + OMB Peezy - Publishing Royalties,life_of_rights,2022-03-26,,9.2,1413.0,1.13,4101,13000.0
"""Fine China"" by Future and Juice WRLD + more",partial_30_year,2022-03-24,,7.38,11671.0,3.23,4469,86088.0
NBA YoungBoy & Fredo Bang - Songwriter Royalties,10_year,2022-03-24,,3.15,25562.0,2.85,4545,80500.0
"""2012"" by Chris Brown",life_of_rights,2022-03-24,,9.69,516.0,9.25,4243,5000.0
"Rich The Kid, Gunna, 21 Savage + More",10_year,2022-03-23,,4.58,5705.0,4.23,4547,26115.0
"Dance Music: DJ Cassidy, R. Kelly, Robin Thicke",life_of_rights,2022-03-22,,10.24,4885.0,6.57,4404,50000.0
"""Sit Next To Me"" by Foster The People + More",10_year,2022-03-21,,4.3,7681.0,4.4,4539,33000.0
Established Synth-Pop Catalog - Songwriter Royalties,30_year,2022-03-19,,7.46,9721.0,7.43,4515,72501.0
"G-Eazy's ""Down"" - Publishing Royalties",life_of_rights,2022-03-17,,5.44,4336.0,1.33,4540,23588.0
Hip-Hop Publishing Royalties Featuring Matt Ox,10_year,2022-03-17,,4.61,1573.0,3.03,4543,7250.0
"Songwriter Royalties - Chris Brown, Lotto, + More",life_of_rights,2022-03-16,,5.4,1574.0,1.51,4525,8500.0
"YoungBoy Never Broke Again, Queen Naija, & Lil Durk",30_year,2022-03-16,,5.4,14807.0,3.54,4537,80000.0
"Travis Scott, 50 Cent, ILOVEMAKONNEN ft. Drake - Songwriter Royalties",life_of_rights,2022-03-15,,8.05,90630.0,5.34,4501,730000.0
Reggaeton Icons - Wisin & Yandel Songwriter Royalties,30_year,2022-03-15,,11.75,4043.0,12.46,4287,47500.0
2X Platinum Hip-Hop Publishing Royalties,partial_10_year,2022-03-14,,4.74,3270.0,4.84,3774,15500.0
"Shakira's 20-Year-Old ""Ojos Así""",life_of_rights,2022-03-14,,13.0,3762.0,22.33,3763,48913.0
"Nicki Minaj's ""Win Again"" & More",partial_10_year,2022-03-11,,7.04,1713.0,3.99,4521,12065.0
"Publishing Royalties: T.I., Meek Mill, Yo Gotti",partial_10_year,2022-03-11,,8.29,4126.0,2.8,3905,34188.0
"Music Composed For TV Sitcom ""Married... with Children""",life_of_rights,2022-03-10,,13.51,4996.0,25.96,4526,67500.0
"Beyoncé, Rita Ora, Kylie Minogue & More",life_of_rights,2022-03-08,,18.95,6596.0,8.17,4038,125000.0
Trademark Royalties From Cherry Garcia Ice Cream,partial_10_year,2022-03-08,,6.94,12240.0,34.88,4498,85000.0
Drakeo The Ruler - Publishing Royalties,life_of_rights,2022-03-06,,5.42,3251.0,3.94,4518,17612.0
Global Pop Catalog,life_of_rights,2022-03-04,,10.99,5345.0,7.74,3126,58750.0
"New Kids on The Block, Akon + More - Publishing Royalties",life_of_rights,2022-03-04,,10.56,9658.0,12.11,4146,102000.0
"Songwriter Royalties - ""High Right Now"" by Tyla Yaweh + more",10_year,2022-03-02,,5.14,5105.0,3.04,4463,26250.0
"5X Platinum Miley Cyrus' ""Wrecking Ball""",partial_10_year,2022-03-02,,7.02,6341.0,6.25,4433,44500.0
"Nicki Minaj's ""Win Again"" & More",partial_10_year,2022-02-27,,3.85,1713.0,3.99,3683,6600.0
Yellowcard's Hopeless Records Royalties,life_of_rights,2022-02-25,,10.53,3394.0,8.19,4514,35750.0
"Platinum Hit ""Rompe"" by Daddy Yankee",10_year,2022-02-25,,6.2,1201.0,10.75,4488,7450.0
Pop Music Placed in TV/Film: Naomi August,life_of_rights,2022-02-25,,4.93,14590.0,3.31,4484,72000.0
"""She Got The Best Of Me"" by Luke Combs - Songwriter Royalties",life_of_rights,2022-02-22,,7.26,68858.0,5.75,4151,500000.0
"Songwriter Royalties - Arlissa, Alan Walker, A$AP Rocky + More",life_of_rights,2022-02-19,,4.2,9760.0,2.29,4505,41000.0
Music From Popular Children’s TV Series,partial_10_year,2022-02-18,,3.89,3981.0,11.64,4472,15500.0
"""Lola's Theme"" by the Shapeshifters",partial_30_year,2022-02-18,,18.2,2472.0,17.47,4387,45000.0
K-Pop From Taeyeon - Performance Royalties,life_of_rights,2022-02-18,,11.67,1868.0,6.27,4485,21800.0
"Jason Derulo, Pitbull, & Camila Cabello - Producer Royalties",life_of_rights,2022-02-18,,8.72,12038.0,4.32,4466,105000.0
"Publishing Royalties: Ray J's ""Sexy Can I""",life_of_rights,2022-02-16,,10.25,8379.0,14.54,4229,85870.0
"Film/TV Music: Austin And Ally, Four Weddings, + More",10_year,2022-02-15,,4.25,2591.0,4.91,4497,11000.0
Songwriter Royalties from Latin Metal Group iLL Niño,life_of_rights,2022-02-14,,10.22,1688.0,19.84,4494,17250.0
"Publishing Royalties - Shakewell, Pouya, + More",life_of_rights,2022-02-13,,6.53,9264.0,3.82,4490,60500.0
"""Do U?"" by Do Or Die ft. Twista & Johnny P",10_year,2022-02-12,,5.09,2120.0,18.37,4491,10800.0
Anarbor: Alt-Rock Performance Royalties,life_of_rights,2022-02-11,,10.63,2198.0,8.83,3996,23370.0
"""Hey Julie!"" by KYLE Feat. Lil Yachty",life_of_rights,2022-02-09,,5.29,12468.0,3.09,4487,66000.0
Songwriter Royalties: YoungBoy Never Broke Again Hits,life_of_rights,2022-02-03,,5.13,10719.0,3.11,4475,55000.0
"Contemporary Christian: Josh Wilson, Lauren Daigle, & More",life_of_rights,2022-02-03,,3.68,11425.0,2.48,4483,42000.0
Songwriter Royalties - Pop Catalog Featuring Kate Earl,30_year,2022-02-02,,10.9,4129.0,9.87,4482,45000.0
K-Pop From Taeyeon - Performance Royalties,life_of_rights,2022-01-29,,8.51,1645.0,6.27,4470,14000.0
"Producer Royalties: ""No Lie"" From Sean Paul Ft. Dua Lipa",life_of_rights,2022-01-29,,9.18,10779.0,5.12,4479,99000.0
Hip-Hop Royalties Featuring City Girls,life_of_rights,2022-01-29,,9.28,1994.0,3.0,3853,18500.0
"Diverse Publishing Catalog Featuring Demi Lovato's ""Concentrate""",life_of_rights,2022-01-27,,4.52,9951.0,6.62,4478,45000.0
Top K-Pop Artists - Performance Royalties,life_of_rights,2022-01-26,,5.65,8144.0,3.93,4413,46000.0
"Publishing: ""Jump"" From Rihanna",life_of_rights,2022-01-26,,10.53,3607.0,9.12,4471,38000.0
Songwriter Royalties Featuring Cyndi Lauper,10_year,2022-01-25,,6.47,4248.0,22.69,4473,27500.0
Diverse International Catalog - Publishing Royalties,10_year,2022-01-23,,5.42,8116.0,5.4,4420,44000.0
"Golden Oldies: ""(Today I Met) The Boy I'm Gonna Marry"" & More",life_of_rights,2022-01-21,,12.76,5880.0,52.43,4468,75000.0
“The King of Queens” — Theme Music & More,life_of_rights,2022-01-21,,8.22,26148.0,23.28,4465,215000.0
There For Tomorrow - Alternative Rock Songwriter Royalties,30_year,2022-01-19,,11.29,1506.0,12.0,4460,17000.0
"""Fine China"" by Future and Juice WRLD + more",30_year,2022-01-18,,6.17,11693.0,3.22,4446,72100.0
Streaming-Heavy Publishing Royalties Featuring Pouya,life_of_rights,2022-01-17,,5.16,14348.0,2.78,4462,74000.0
"Jason Aldean's ""Ride All Night,""  Tyler Farr  + More - Songwriter Royalties",life_of_rights,2022-01-13,,10.1,4158.0,4.07,4137,42000.0
K-Pop From Taeyeon - Performance Royalties,life_of_rights,2022-01-13,,5.0,1645.0,6.27,4459,8221.0
Songwriter Royalties: YoungBoy Never Broke Again,life_of_rights,2022-01-13,,8.94,4363.0,3.47,3794,39000.0
Hip-Hop Royalties from Shonlock,partial_10_year,2022-01-13,,5.35,1122.0,8.48,3173,5999.0
International Dance & Hip-Hop Catalog,life_of_rights,2022-01-10,,6.99,13884.0,5.93,4415,97000.0
2X Platinum “Juju On That Beat”,life_of_rights,2022-01-06,,6.56,6704.0,3.75,3950,44000.0
"Kevin Gates' ""Changing Lanes"" + more",10_year,2022-01-05,,4.48,2230.0,3.72,4204,10000.0
"Production Music from ""Love Don't Cost A Thing"", ""The Game"", + more",life_of_rights,2022-01-05,,8.32,1371.0,9.59,4430,11400.0
Migos “First 48” Publishing Royalties,partial_10_year,2022-01-05,,3.79,1291.0,5.83,3925,4891.0
Legendary Hip-Hop: Ja Rule,partial_30_year,2021-12-26,,13.02,3831.0,20.04,4009,49880.0
"""I Wanna Be A Cowboy"" From Boys Don't Cry",partial_10_year,2021-12-23,,7.51,759.0,35.03,4010,5700.0
"5X Platinum Miley Cyrus' ""Wrecking Ball""",partial_10_year,2021-12-22,,5.76,6488.0,6.0,3065,37393.0
Songwriter Royalties: Hit K-Pop Artists,life_of_rights,2021-12-22,,6.26,5114.0,4.48,4414,32000.0
"""Animal Style"" and ""Shakedown"" by Jackal",partial_30_year,2021-12-22,,9.07,3075.0,7.06,4428,27888.0
"Music From Disney Sitcom ""Raven's Home"" + more",30_year,2021-12-20,,4.46,4217.0,2.58,4424,18800.0
"Buffet Boys Writer Share ft Pouya, Shakewell , & Bexey",life_of_rights,2021-12-17,,6.41,3120.0,3.61,4406,20000.0
Swedish Hip-Hop Featuring Kartellen,life_of_rights,2021-12-16,,6.12,11442.0,8.2,4383,70000.0
"Skee-Lo's Iconic, Grammy-Nominated Hit ""I Wish""",life_of_rights,2021-12-16,,8.76,27974.0,26.0,4405,245000.0
"""Animal Style"" and ""Shakedown"" by Jackal",30_year,2021-12-14,,7.64,3075.0,7.06,4410,23500.0
Producer Royalties: Country Hits From Kane Brown,life_of_rights,2021-12-14,,5.47,4572.0,4.97,4407,25000.0
"Southern Hip-Hop: Huey's ""Pop, Lock & Drop It""",partial_10_year,2021-12-13,,4.74,1349.0,15.21,4053,6400.0
"Rod Wave, JayDaYoungan, + More - Songwriter Royalties",life_of_rights,2021-12-10,,5.31,10551.0,1.91,4144,56000.0
"Jake Owen - ""What We Ain't Got"" - Songwriter Royalties",life_of_rights,2021-12-09,,12.12,1015.0,7.14,4124,12300.0
Streaming-Heavy Hip-Hop - Chief Keef & More,life_of_rights,2021-12-09,,9.39,1523.0,7.82,4396,14300.0
"Cues from Four Weddings, Chicago PD, & The Office",10_year,2021-12-08,,6.22,3860.0,10.54,4382,24000.0
Publishing Royalties Featuring Youngboy and Yungeen Ace,life_of_rights,2021-12-07,,5.95,3696.0,3.78,4397,22000.0
Youngboy and Yungeen Ace - Songwriter Royalties,life_of_rights,2021-12-07,,6.29,1830.0,3.79,4398,11500.0
Streaming-Heavy Royalties Featuring Pouya,30_year,2021-12-06,,5.6,3751.0,2.54,4391,21000.0
Streaming-Driven Hip-Hop: Kevin Gates & Migos,life_of_rights,2021-12-05,,7.28,2471.0,2.89,3641,17997.0
Quando Rondo + More - Songwriter Royalties,life_of_rights,2021-12-03,,5.87,2468.0,1.16,4134,14500.0
Hip-Hop Songwriting Royalties - Amir Obè,life_of_rights,2021-12-02,,7.73,4529.0,4.77,4190,35000.0
"Drake, Megan Thee Stallion, & Big Freedia",life_of_rights,2021-12-01,,6.12,14706.0,3.16,4370,90000.0
