Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Earnings Since 2022,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,Offer Info,Earnings Since 2021,Tracks Included,Earnings Since 2019,Earnings Since 2014,Years Remaining,Expiration Date,Earnings Since 2018,Earnings Since 2015,Earnings Since 2009,Earnings Since 2013,,,,,,,,
5155,"$9,000 ",3.44 x LTM,2617,"$1,267 ",,2.14 Years,6,Term Advance 30-Year,,"$3,250 ",5155,,,,29.83,6-Apr-53,,,"$6,500 ",6-Apr-23,,"$13,079 ",,,,,,,,,,
4147,"$189,000 ",10.90 x LTM,17332,"$15,090 ",,28.46 Years,2,Life of Rights,,"$13,366 ",4147,,,,,,,,"$129,000 ",10-Mar-21,,,"$151,015 ",,,,,,,,,
3746,"$45,001 ",8.89 x LTM,5063,"$4,796 ",,25.25 Years,13,Life of Rights,,"$45,000 ",3746,,,,,,,,"$29,500 ",19-May-20,,,"$37,902 ",,,,,,,,,
5045,"$1,045,000 ",8.77 x LTM,119130,"$93,029 ",,10.71 Years,,Life of Rights,,"$750,000 ",5045,,,1,,,,,,,,,,,,,,,,"$1,759,824 ",,
5038,"$4,250 ",10.24 x LTM,415,$597 ,,2.74 Years,16,Life of Rights,,"$3,975 ",5038,,,,,,,,"$6,100 ",11-Mar-22,,,,,,"$2,910 ",,,,,,
4941,"$47,500 ",10.96 x LTM,4334,"$4,962 ",,7.71 Years,12,Life of Rights,,"$20,000 ",4941,,,,,,,,,,,"$55,378 ",,,,,,,,,,
3688,"$23,001 ",10.52 x LTM,2186,"$2,596 ",,9.94 Years,106,Life of Rights,,"$23,000 ",3688,,,,,,,,"$16,862 ",6-Apr-20,,,,,,,,,,,"$59,657 ",
5166,"$150,000 ",10.40 x LTM,14430,"$12,459 ","$80,965 ",26.93 Years,3,Life of Rights,,"$100,000 ",5166,,,,,,,,,,,,,,,,,,,,,
5135,"$157,800 ",7.55 x LTM,20902,"$20,650 ",,8.68 Years,2,Life of Rights,,"$110,000 ",5135,,,,,,,,,,,,,,"$70,012 ",,,,,,,
5017,"$7,750 ",7.25 x LTM,1068,$911 ,,7.20 Years,,Term Advance 30-Year,,"$7,000 ",5017,,,1,29.61,2-Jan-53,,,"$6,001 ",2-Jan-23,,,,,,,,,,,,"$4,125 "
3896,"$71,400 ",3.67 x LTM,19432,"$20,441 ",,6.16 Years,7,Term Advance 10-Year,,"$34,780 ",3896,,,,5.54,7-Dec-28,,,"$117,900 ",7-Dec-18,,,,,,,,,,,,"$151,469 "
4932,"$5,600 ",4.90 x LTM,1143,"$1,040 ",,4.90 Years,87,Term Advance 10-Year,,"$5,400 ",4932,,,,9.48,17-Nov-32,,,"$4,500 ",17-Nov-22,,,,,"$6,686 ",,,,,,,
4056,"$18,000 ",14.43 x LTM,1247,"$1,296 ",,5.19 Years,8,Life of Rights,,"$7,202 ",4056,,,,,,,,"$15,000 ",16-Jan-21,,"$8,629 ",,,,,,,,,,
4741,"$10,350 ",7.73 x LTM,1339,"$1,190 ",,4.09 Years,30,Life of Rights,,"$9,000 ",4741,,,,,,,,"$5,675 ",13-Jul-22,,,,,,,,,,"$15,916 ",,
5124,"$26,500 ",6.50 x LTM,4074,"$4,320 ",,3.38 Years,97,Life of Rights,,"$26,000 ",5124,,,,,,,,"$17,500 ",23-Aug-22,,,,,"$15,930 ",,,,,,,
5114,"$133,000 ",9.49 x LTM,14011,"$12,456 ","$51,714 ",13.38 Years,40,Life of Rights,,"$65,000 ",5114,,,,,,,,,,,,,,,,,,,,,
4392,"$9,989 ",8.72 x LTM,1145,"$1,376 ",,3.77 Years,50,Life of Rights,,"$9,900 ",4392,"$4,902 ","$13,900 ",26-Nov-21,,,,,,,,,,,,,,,,,,
4323,"$15,388 ",9.92 x LTM,1552,"$1,888 ",,8.16 Years,6,Life of Rights,,"$4,000 ",4323,,"$17,500 ",23-Aug-21,"$18,719 ",,,,,,,,,,,,,,,,,
5122,"$5,949 ",9.96 x LTM,597,$848 ,,5.99 Years,12,Life of Rights,,"$5,949 ",5122,,"$7,075 ",14-Apr-22,,"$9,489 ",,,,,,,,,,,,,,,,
4099,"$53,000 ",10.92 x LTM,4855,"$4,947 ",,9.18 Years,103,Life of Rights,,"$50,000 ",4099,,"$53,419 ",15-Jul-21,,,"$79,489 ",,,,,,,,,,,,,,,
5164,"$31,000 ",12.63 x LTM,2455,"$3,938 ",,53.23 Years,107,Life of Rights,,"$8,000 ",5164,,,,,,,"$43,424 ",,,,,,,,,,,,,,
4979,"$200,000 ",5.27 x LTM,37971,—,,7.42 Years,,Term Advance 10-Year,,"$150,000 ",4979,,,,,,,,"$131,848 ",1,10,13-May-33,,,,,,,,,,
5119,"$6,200 ",10.29 x LTM,603,$847 ,,3.55 Years,410,Life of Rights,,"$6,000 ",5119,,"$5,000 ",29-Jul-22,"$3,156 ",,,,,,,,,,,,,,,,,
5102,"$20,500 ",2.69 x LTM,7611,—,,1.92 Years,2,Term Advance 30-Year,,"$15,000 ",5102,,,,,,,,,,30,11-May-53,"$12,497 ",,,,,,,,,
4686,"$330,000 ",5.73 x LTM,57594,"$28,369 ",,20.83 Years,4,Life of Rights,,"$200,000 ",4686,,"$70,400 ",30-Sep-20,"$113,385 ",,,,,,,,,,,,,,,,,
5157,"$6,099 ",1.13 x LTM,5405,—,,2.67 Years,2,Life of Rights,,"$5,000 ",5157,,,,,,,,,,,,"$6,182 ",,,,,,,,,
5126,"$7,978 ",8.62 x LTM,926,"$2,409 ",,3.77 Years,47,Life of Rights,,"$6,000 ",5126,,"$6,850 ",1-Aug-22,"$10,980 ",,,,,,,,,,,,,,,,,
4798,"$22,500 ",5.99 x LTM,3754,"$7,247 ","$26,718 ",4.90 Years,10,Life of Rights,,"$15,000 ",4798,,,,,,,,,,,,,,,,,,,,,
5080,"$94,000 ",8.52 x LTM,11032,"$18,494 ",,9.02 Years,99,Life of Rights,,"$55,000 ",5080,,,,,,,,,,,,,"$536,495 ",,,,,,,,
4703,"$17,100 ",17.25 x LTM,991,"$1,691 ",,3.00 Years,,Life of Rights,,"$15,600 ",4703,,"$10,500 ",15-Jun-22,,,,,"$5,074 ",1,,,,,,,,,,,,
4012,"$4,805 ",3.89 x LTM,1235,"$1,193 ",,13.65 Years,28,Term Advance 10-Year,,,4012,,"$7,850 ",11-Jun-21,,,,,,,7.77,4-Feb-31,,,"$17,198 ",,,,,,,
5131,"$95,000 ",10.07 x LTM,9434,"$5,740 ",,40.85 Years,107,Life of Rights,,"$50,000 ",5131,"$28,803 ",,,,,,,,,,,,,,,,,,,,
5140,"$35,000 ",15.59 x LTM,2245,"$2,468 ",,29.21 Years,124,Life of Rights,,"$15,000 ",5140,,,,,,,,,,,,,,,"$20,598 ",,,,,,
4393,"$214,500 ",7.55 x LTM,28405,"$16,558 ",,5.56 Years,11,Life of Rights,,"$11,684 ",4393,,"$85,000 ",13-Oct-21,"$104,078 ",,,,,,,,,,,,,,,,,
5086,"$9,000 ",11.11 x LTM,810,$591 ,"$2,085 ",4.00 Years,25,Life of Rights,,"$2,350 ",5086,,"$4,700 ",2-Mar-23,,,,,,,,,,,,,,,,,,
5076,"$19,000 ",11.19 x LTM,1698,"$1,090 ",,17.83 Years,45,Life of Rights,,"$8,000 ",5076,,,,,,,,,,,,,,,,"$60,695 ",,,,,
5132,"$45,000 ",17.27 x LTM,2605,"$3,019 ",,40.22 Years,48,Life of Rights,,"$15,000 ",5132,,,,"$18,951 ",,,,,,,,,,,,,,,,,
3655,"$32,500 ",3.22 x LTM,10087,"$10,447 ",,8.97 Years,110,Term Advance 10-Year,,"$30,000 ",3655,,"$47,500 ",28-Sep-20,,,,,,,5.12,5-Jun-28,,,,,,"$166,510 ",,,,
5100,"$250,000 ",7.40 x LTM,33806,"$38,545 ","$140,867 ",6.21 Years,13,Life of Rights,,"$33,806 ",5100,,,,,,,,,,,,,,,,,,,,,
5054,"$18,500 ",8.87 x LTM,2085,"$2,309 ",,8.81 Years,7,Life of Rights,,"$5,000 ",5054,,"$54,500 ",8-Sep-17,,"$18,023 ",,,,,,,,,,,,,,,,
4895,"$12,000 ",6.52 x LTM,1840,—,,1.50 Years,,Term Advance 30-Year,,"$7,000 ",4895,,"$5,525 ",17-Oct-22,,,,,,1,29.49,17-Oct-52,"$2,406 ",,,,,,,,,
4866,"$17,500 ",11.77 x LTM,1487,"$1,198 ",,21.73 Years,,Term Advance 30-Year,,"$1,319 ",4866,,"$13,650 ",5-Oct-22,,,,,,1,29.46,5-Oct-52,,,,,,"$8,151 ",,,,
5107,"$205,000 ",12.54 x LTM,16343,"$12,167 ",,46.75 Years,36,Life of Rights,,"$100,000 ",5107,,,,,,,,,,,,,,,"$115,075 ",,,,,,
5073,"$64,888 ",8.07 x LTM,8037,"$5,581 ",,19.02 Years,3,Term Advance 30-Year,,"$23,250 ",5073,,"$46,500 ",16-Feb-23,,,,,,,29.84,16-Feb-53,,,,,,"$49,707 ",,,,
5128,"$4,200 ",3.67 x LTM,1145,$698 ,,2.77 Years,17,Term Advance 30-Year,,"$1,500 ",5128,,,,,,,,,,30,16-Apr-53,,,,"$2,992 ",,,,,,
5106,"$45,500 ",9.58 x LTM,4750,"$3,577 ",,18.11 Years,69,Life of Rights,,"$10,000 ",5106,,,,,,,"$24,901 ",,,,,,,,,,,,,,
5103,"$112,000 ",8.94 x LTM,12526,"$14,796 ",,11.01 Years,54,Life of Rights,,"$65,000 ",5103,,,,,,,,,,,,,,,,,,"$195,875 ",,,
4993,"$7,800 ",1.87 x LTM,4173,—,,1.50 Years,,Life of Rights,,"$7,250 ",4993,,"$5,500 ",19-Dec-22,,,,,,1,,,"$4,173 ",,,,,,,,,
5091,"$150,000 ",5.50 x LTM,27258,"$20,738 ",,5.09 Years,49,Life of Rights,,"$75,000 ",5091,"$99,291 ","$150,000 ",17-Mar-23,,,,,,,,,,,,,,,,,,
5113,"$15,500 ",5.85 x LTM,2648,"$4,403 ",,3.25 Years,,Life of Rights,,"$7,500 ",5113,,,,,,,,"$13,209 ",1,,,,,,,,,,,,
5109,"$27,000 ",6.84 x LTM,3947,"$2,574 ",,9.98 Years,20,Term Advance 30-Year,,"$11,000 ",5109,,,,,,,,,,30,9-Apr-53,,,,,,"$16,081 ",,,,
4530,"$14,200 ",6.37 x LTM,2229,"$1,512 ",,12.00 Years,,Term Advance 10-Year,,"$8,500 ",4530,,"$7,450 ",25-Feb-22,,,,,,1,8.88,25-Feb-32,,,,,,,,"$10,466 ",,
5112,"$6,500 ",2.44 x LTM,2667,"$1,213 ",,2.19 Years,6,Term Advance 30-Year,,"$3,000 ",5112,,,,"$12,755 ",,,,,,30,6-Apr-53,,,,,,,,,,
5039,"$81,125 ",5.16 x LTM,15712,—,,3.26 Years,2,Life of Rights,,"$77,500 ",5039,,"$72,500 ",28-Apr-22,,,,,"$64,828 ",,,,,,,,,,,,,
5097,"$205,000 ",6.26 x LTM,32729,"$27,884 ",,5.61 Years,10,Life of Rights,,"$150,000 ",5097,,,,"$174,668 ",,,,,,,,,,,,,,,,,
5095,"$259,000 ",6.91 x LTM,37461,"$29,799 ","$186,258 ",16.51 Years,50,Life of Rights,,"$37,461 ",5095,,,,,,,,,,,,,,,,,,,,,
5074,"$28,800 ",7.60 x LTM,3788,"$4,702 ",,6.97 Years,31,Term Advance 30-Year,,"$3,788 ",5074,"$49,957 ",30,29-Mar-53,,,,,,,,,,,,,,,,,,
5089,"$260,000 ",19.96 x LTM,13028,"$13,242 ",,141.51 Years,,Life of Rights,,"$85,000 ",5089,"$127,585 ",,,1,"$254,550 ",16-Dec-20,,,,,,,,,,,,,,,
4401,"$40,000 ",8.66 x LTM,4619,"$4,752 ",,6.04 Years,33,Life of Rights,,"$40,000 ",4401,,,,,"$35,000 ",2-Dec-21,"$34,040 ",,,,,,,,,,,,,,
5087,"$112,000 ",9.92 x LTM,11293,"$11,360 ",,8.56 Years,30,Life of Rights,,"$70,000 ",5087,,,,,,,,"$40,385 ",,,,,,,,,,,,,
5088,"$85,000 ",7.48 x LTM,11358,"$11,295 ",,16.39 Years,49,Term Advance 30-Year,,"$11,358 ",5088,,30,22-Mar-53,,,,,,"$100,221 ",,,,,,,,,,,,
5090,"$600,000 ",18.42 x LTM,32571,"$33,105 ",,141.51 Years,,Life of Rights,,"$235,500 ",5090,,,,1,"$561,000 ",14-Jul-20,,,,"$354,721 ",,,,,,,,,,,
5081,"$20,000 ",3.16 x LTM,6330,—,,1.08 Years,,Life of Rights,,"$6,330 ",5081,,,,1,,,,,,,"$6,330 ",,,,,,,,,,
5062,"$150,000 ",5.50 x LTM,27258,"$20,738 ",,5.09 Years,49,Life of Rights,,"$85,000 ",5062,,,,,,,,,,,,"$99,291 ",,,,,,,,,
4925,"$390,000 ",6.44 x LTM,60550,"$62,031 ",,7.70 Years,26,Life of Rights,,"$340,000 ",4925,,,,,,,,"$201,553 ",,,,,,,,,,,,,
5071,"$15,900 ",6.30 x LTM,2524,"$2,319 ",,4.73 Years,10,Life of Rights,,"$2,524 ",5071,,,,,,,,,,,,,"$12,303 ",,,,,,,,
5036,"$24,500 ",10.92 x LTM,2244,"$2,623 ",,26.89 Years,21,Life of Rights,,"$10,000 ",5036,,,,,,,,"$9,793 ",,,,,,,,,,,,,
5077,"$27,100 ",8.32 x LTM,3259,"$3,949 ",,11.08 Years,116,Life of Rights,,"$10,000 ",5077,,,,,,,,,,,,,,"$52,193 ",,,,,,,
5063,"$33,002 ",5.28 x LTM,6254,"$6,039 ",,21.14 Years,2,Term Advance 10-Year,,"$15,000 ",5063,,10,10-Mar-33,,,,,,,"$99,235 ",,,,,,,,,,,
5079,"$17,500 ",4.20 x LTM,4164,"$2,595 ",,9.42 Years,32,Life of Rights,,"$15,000 ",5079,,,,,,,,"$7,786 ",,,,,,,,,,,,,
5060,"$42,000 ",5.35 x LTM,7847,"$7,667 ",,6.74 Years,38,Term Advance 30-Year,,"$7,847 ",5060,,30,5-Mar-53,,,,,,,,,,,,"$84,200 ",,,,,,
5034,"$715,000 ",4.12 x LTM,173624,"$135,268 ",,27.49 Years,35,Term Advance 10-Year,,"$520,000 ",5034,,10,3-Mar-33,,,,,,,,,,,,,"$564,557 ",,,,,
5072,"$4,700 ",5.80 x LTM,810,$591 ,,3.75 Years,25,Life of Rights,,"$3,000 ",5072,,,,,,,,"$2,085 ",,,,,,,,,,,,,
5047,"$53,750 ",8.27 x LTM,6502,"$6,925 ",,11.94 Years,34,Life of Rights,,"$6,570 ",5047,,,,,,,,,,,,,,"$40,634 ",,,,,,,
4138,"$18,500 ",8.88 x LTM,2083,"$2,257 ",,2.89 Years,5,Life of Rights,,"$3,500 ",4138,,,,,"$17,950 ",20-Aug-21,,,,,,"$6,970 ",,,,,,,,,
5055,"$41,101 ",13.63 x LTM,3016,"$2,731 ",,35.99 Years,2,Life of Rights,,"$15,000 ",5055,,,,,,,,,,,,,,,,,"$8,193 ",,,,
5043,"$84,000 ",12.86 x LTM,6531,"$6,845 ",,45.00 Years,,Term Advance 30-Year,,"$7,003 ",5043,,30,22-Feb-53,1,,,,,,,,,,"$104,369 ",,,,,,,
5041,"$35,000 ",6.50 x LTM,5388,"$7,142 ",,3.73 Years,32,Life of Rights,,"$5,520 ",5041,,,,,,,,,,,,"$29,720 ",,,,,,,,,
4631,"$31,500 ",5.08 x LTM,6195,"$8,115 ",,3.26 Years,2,Life of Rights,,"$18,600 ",4631,,,,,,,,"$24,346 ",,,,,,,,,,,,,
5042,"$11,100 ",6.10 x LTM,1819,"$1,918 ",,4.31 Years,49,Term Advance 30-Year,,"$1,819 ",5042,,30,20-Feb-53,,,,,,,,,,"$9,073 ",,,,,,,,
4035,"$118,000 ",8.71 x LTM,13550,"$18,222 ",,5.63 Years,94,Life of Rights,,"$95,000 ",4035,"$148,347 ",,,,"$211,108 ",23-Nov-20,,,,,,,,,,,,,,,
4958,"$216,000 ",7.52 x LTM,28705,"$30,554 ",,6.05 Years,68,Life of Rights,,"$200,000 ",4958,,,,,,,,,,,,"$137,892 ",,,,,,,,,
4599,"$110,000 ",14.17 x LTM,7761,"$6,892 ",,29.10 Years,73,Life of Rights,,"$95,000 ",4599,,,,,"$105,000 ",12-Apr-22,,,,,,,,,"$53,018 ",,,,,,
2840,"$50,250 ",5.40 x LTM,9305,"$10,506 ",,9.88 Years,402,Term Advance 10-Year,,"$35,000 ",2840,,6.22,9-May-29,,"$46,340 ",9-May-19,,,"$102,179 ",,,,,,,,,,,,
3115,"$26,778 ",5.72 x LTM,4678,"$4,801 ",,10.63 Years,66,Term Advance 10-Year,,"$20,000 ",3115,,6.29,5-Jun-29,,"$17,258 ",5-Jun-19,,,,,,,,"$59,009 ",,,,,,,
5010,"$46,500 ",7.24 x LTM,6423,"$5,056 ",,18.78 Years,3,Term Advance 30-Year,,"$6,822 ",5010,,30,16-Feb-53,,,,,,,"$47,348 ",,,,,,,,,,,
4131,"$14,000 ",8.31 x LTM,1685,"$1,390 ",,9.01 Years,9,Term Advance 30-Year,,,4131,,30,16-Feb-53,,,,,,,,,,,"$39,455 ",,,,,,,
5035,"$17,250 ",6.68 x LTM,2582,"$3,384 ",,6.19 Years,,Life of Rights,,"$2,582 ",5035,,,,1,,,,,,,,,"$36,897 ",,,,,,,,
4034,"$68,500 ",9.14 x LTM,7497,"$6,939 ",,5.75 Years,3,Life of Rights,,"$55,000 ",4034,,,,,"$38,500 ",10-Feb-21,,,,,,,"$35,905 ",,,,,,,,
4965,"$15,000 ",1.03 x LTM,14535,"$4,911 ",,1.72 Years,11,Life of Rights,,"$15,000 ",4965,,,,,,,,"$14,734 ",,,,,,,,,,,,,
5030,"$8,000 ",4.96 x LTM,1613,"$1,715 ",,4.50 Years,,Life of Rights,,"$5,800 ",5030,,,,1,,,,,,,,"$13,288 ",,,,,,,,,
5031,"$137,000 ",6.20 x LTM,22113,"$35,592 ",,2.79 Years,2,Life of Rights,,"$22,113 ",5031,,,,,,,,,,,,,,,,,"$106,775 ",,,,
5012,"$118,000 ",6.47 x LTM,18235,"$18,945 ",,3.45 Years,37,Life of Rights,,"$60,000 ",5012,,,,,,,,,,,,,"$64,630 ",,,,,,,,
4790,"$220,000 ",9.00 x LTM,24432,"$26,134 ",,22.03 Years,249,Life of Rights,,"$150,000 ",4790,,,,,,,,,,,,,,,,,,"$272,946 ",,,
4753,"$20,001 ",5.51 x LTM,3627,"$2,284 ",,2.32 Years,17,Life of Rights,,"$3,752 ",4753,,,,,"$14,200 ",9-Jul-22,,,,,,,"$7,209 ",,,,,,,,
4956,"$88,442 ",7.50 x LTM,11797,"$10,021 ","$44,131 ",7.94 Years,2,Life of Rights,,"$40,000 ",4956,,,,,,,,,,,,,,,,,,,,,
5021,"$30,500 ",6.28 x LTM,4853,"$7,546 ","$48,559 ",6.19 Years,,Life of Rights,,"$4,853 ",5021,1,,,,,,,,,,,,,,,,,,,,
5016,"$34,000 ",6.81 x LTM,4996,"$6,327 ","$26,695 ",4.34 Years,824,Life of Rights,,"$10,000 ",5016,,,,,,,,,,,,,,,,,,,,,
5013,"$23,300 ",1.86 x LTM,12520,—,,1.53 Years,24,Life of Rights,,"$12,520 ",5013,,"$13,871 ",,,,,,,,,,,,,,,,,,,
4295,"$26,000 ",9.08 x LTM,2863,"$2,816 ",,5.20 Years,38,Term Advance 30-Year,,"$2,939 ",4295,,,"$22,735 ",30,28-Jan-53,,,,,,,,,,,,,,,,
4999,"$12,900 ",8.19 x LTM,1575,"$1,667 ",,5.25 Years,,Life of Rights,,"$2,100 ",4999,1,,,,,"$8,530 ","$33,500 ",1-Dec-17,,,,,,,,,,,,,
4974,"$141,899 ",5.86 x LTM,24215,"$30,838 ",,5.12 Years,52,Life of Rights,,"$24,215 ",4974,,,,,,,,,"$182,880 ",,,,,,,,,,,,
5003,"$11,000 ",3.89 x LTM,2829,—,,1.45 Years,5,Life of Rights,,"$2,829 ",5003,,,,,,,,,,"$2,829 ",,,,,,,,,,,
4997,"$35,294 ",3.17 x LTM,11137,"$10,571 ","$32,970 ",2.65 Years,9,Term Advance 10-Year,,"$11,137 ",4997,,,,10,24-Jan-33,,,,,,,,,,,,,,,,
5001,"$5,000 ",5.30 x LTM,943,"$1,160 ",,2.23 Years,14,Term Advance 10-Year,,$943 ,5001,,,,10,23-Jan-33,,,,,,"$3,531 ",,,,,,,,,,
3945,"$9,500 ",2.67 x LTM,3554,"$3,568 ",,3.24 Years,,Term Advance 30-Year,,"$3,546 ",3945,1,"$10,704 ",,28.24,22-Apr-51,,"$14,000 ",22-Apr-21,,,,,,,,,,,,,
5002,"$6,000 ",4.68 x LTM,1281,"$1,495 ",,2.62 Years,14,Term Advance 10-Year,,"$1,281 ",5002,,,,10,21-Jan-33,,,,,,"$4,537 ",,,,,,,,,,
4989,"$13,000 ",7.02 x LTM,1851,"$3,403 ",,3.78 Years,16,Life of Rights,,"$6,350 ",4989,,"$10,210 ",,,,,,,,,,,,,,,,,,,
4984,"$10,000 ",6.71 x LTM,1491,"$2,345 ","$14,931 ",4.79 Years,2,Term Advance 30-Year,,"$4,600 ",4984,,,,30,19-Jan-53,,,,,,,,,,,,,,,,
4985,"$7,400 ",5.87 x LTM,1260,"$1,355 ",,3.86 Years,2,Term Advance 30-Year,,"$4,600 ",4985,,,,30,18-Jan-53,,,,,,"$7,209 ",,,,,,,,,,
3815,"$32,051 ",10.37 x LTM,3092,"$2,390 ",,10.40 Years,52,Life of Rights,,"$20,000 ",3815,,,,,,,"$11,057 ",10-Sep-20,,,,"$17,404 ",,,,,,,,,
4980,"$15,500 ",4.37 x LTM,3546,—,,1.77 Years,25,Term Advance 10-Year,,"$3,925 ",4980,,"$5,102 ",,10,16-Jan-33,,,,,,,,,,,,,,,,
4983,"$65,500 ",4.51 x LTM,14510,"$20,817 ",,2.79 Years,20,Life of Rights,,"$30,000 ",4983,,,,,,,,,,,,,"$145,458 ",,,,,,,,
4641,"$11,900 ",5.45 x LTM,2185,"$8,624 ",,3.05 Years,3,Life of Rights,,"$11,900 ",4641,,,,,,,"$32,000 ",13-May-22,,,"$25,872 ",,,,,,,,,,
4961,"$116,000 ",7.76 x LTM,14950,"$27,898 ",,6.08 Years,42,Life of Rights,,"$90,000 ",4961,,,,,,,,,,,"$102,558 ",,,,,,,,,,
4692,"$8,000 ",10.78 x LTM,742,"$1,083 ",,2.85 Years,24,Term Advance 30-Year,,"$1,083 ",4692,,,,29.38,27-May-52,,"$6,950 ",27-May-22,,,,,,"$4,813 ",,,,,,,
4986,"$8,211 ",3.52 x LTM,2335,"$2,053 ",,3.82 Years,,Term Advance 10-Year,,"$2,335 ",4986,1,,,10,9-Jan-33,,,,,,"$6,495 ",,,,,,,,,,
4893,"$192,250 ",8.45 x LTM,22764,"$15,831 ",,17.61 Years,14,Life of Rights,,"$150,000 ",4893,,,,,,,,,,,,,,"$79,393 ",,,,,,,
4982,"$23,510 ",1.50 x LTM,15674,"$6,801 ","$20,675 ",3.62 Years,11,Life of Rights,,"$15,674 ",4982,,,,,,,,,,,,,,,,,,,,,
4975,"$17,000 ",3.79 x LTM,4488,"$8,502 ",,3.36 Years,11,Life of Rights,,"$4,488 ",4975,,,,,,,,,,,"$29,595 ",,,,,,,,,,
3813,"$23,000 ",9.64 x LTM,2386,"$4,033 ",,3.75 Years,,Life of Rights,,"$23,000 ",3813,1,,,,,,"$25,000 ",30-Sep-20,,,"$13,358 ",,,,,,,,,,
4695,"$137,900 ",6.47 x LTM,21323,"$17,430 ",,2.47 Years,415,Life of Rights,,"$40,000 ",4695,,,,,,,,,"$65,102 ",,,,,,,,,,,,
4657,"$17,700 ",15.85 x LTM,1117,$963 ,,15.17 Years,17,Term Advance 30-Year,,"$1,068 ",4657,,,,29.38,24-May-52,,"$11,000 ",24-May-22,,,,,,,"$10,364 ",,,,,,
4946,"$185,000 ",7.67 x LTM,24115,"$27,017 ",,6.17 Years,30,Life of Rights,,"$133,000 ",4946,,,,,,,,,,,,,"$581,338 ",,,,,,,,
4953,"$15,000 ",5.43 x LTM,2762,"$3,593 ",,4.93 Years,,Life of Rights,,"$12,000 ",4953,1,,,,,"$24,739 ",,,,,,,,,,,,,,,
4944,"$52,000 ",8.12 x LTM,6404,"$7,467 ",,11.01 Years,213,Life of Rights,,"$40,000 ",4944,,,,,,,,,,,"$22,400 ",,,,,,,,,,
3947,"$6,200 ",1.71 x LTM,3628,—,,2.99 Years,,Term Advance 30-Year,,"$3,763 ",3947,1,"$11,050 ",,28.31,21-Apr-51,,"$14,100 ",21-Apr-21,,,,,,,,,,,,,
4955,"$75,000 ",4.02 x LTM,18657,"$15,681 ",,7.25 Years,,Term Advance 10-Year,,"$55,000 ",4955,1,,,10,25-Dec-32,,,,,,,,"$81,899 ",,,,,,,,
4960,"$145,000 ",13.37 x LTM,10848,"$8,943 ",,10.15 Years,46,Life of Rights,,"$45,000 ",4960,,,,,,,,,"$79,223 ",,,,,,,,,,,,
4973,"$175,000 ",16.70 x LTM,10479,"$9,575 ",,46.21 Years,51,Life of Rights,,"$50,000 ",4973,,,,,,,,,,,,,,,,"$155,213 ",,,,,
4969,"$18,000 ",5.09 x LTM,3534,"$3,965 ",,7.00 Years,,Term Advance 10-Year,,"$3,534 ",4969,1,,,10,22-Dec-32,,,,,,,,,"$34,066 ",,,,,,,
4920,"$780,000 ",9.40 x LTM,83000,"$74,284 ",,29.53 Years,60,Life of Rights,,"$500,000 ",4920,,,,,,,,,,,,,,"$345,711 ",,,,,,,
4971,"$6,250 ",4.72 x LTM,1323,—,,1.95 Years,17,Life of Rights,,"$4,000 ",4971,,"$1,520 ",,,,,,,,,,,,,,,,,,,
4968,"$20,000 ",10.89 x LTM,1836,"$1,836 ",,24.95 Years,,Life of Rights,,"$1,836 ",4968,1,,,,,,,,"$18,074 ",,,,,,,,,,,,
4970,"$8,000 ",5.02 x LTM,1593,"$1,654 ",,9.91 Years,66,Term Advance 10-Year,,"$3,000 ",4970,,,,10,21-Dec-32,,,,"$17,270 ",,,,,,,,,,,,
4952,"$5,500 ",1.44 x LTM,3819,—,"$3,819 ",1.00 Years,1,Life of Rights,,"$3,819 ",4952,,,,,,,,,,,,,,,,,,,,,
4951,"$5,301 ",1.39 x LTM,3819,—,"$3,819 ",1.00 Years,1,Life of Rights,,"$3,819 ",4951,,,,,,,,,,,,,,,,,,,,,
4942,"$28,500 ",2.64 x LTM,10781,"$13,112 ",,4.97 Years,,Term Advance 10-Year,,"$10,802 ",4942,"$81,856 ",4,10,16-Dec-32,,,,,,,,,,,,,,,,,
4851,"$10,000 ",10.73 x LTM,932,$906 ,,2.21 Years,,Life of Rights,,"$10,000 ",4851,,13,,,"$2,738 ","$8,000 ",23-Sep-22,,,,,,,,,,,,,,
4947,"$95,000 ",5.87 x LTM,16182,"$16,810 ",,3.10 Years,,Life of Rights,,"$64,000 ",4947,,46,,,,,,"$81,539 ",,,,,,,,,,,,,
4950,"$72,500 ",6.98 x LTM,10389,"$29,748 ",,5.25 Years,,Life of Rights,,"$50,000 ",4950,,14,,,"$91,024 ",,,,,,,,,,,,,,,,
4948,"$77,000 ",9.90 x LTM,7781,"$8,269 ",,7.06 Years,,Life of Rights,,"$60,000 ",4948,,15,,,,,,,"$99,274 ",,,,,,,,,,,,
4938,"$15,000 ",3.38 x LTM,4440,"$3,833 ",,9.60 Years,,Term Advance 10-Year,,"$4,440 ",4938,,369,10,8-Dec-32,,,,,,"$52,403 ",,,,,,,,,,,
4913,"$100,000 ",6.54 x LTM,15280,—,,4.83 Years,,Life of Rights,,"$40,000 ",4913,,3,,,,,,,,,"$32,482 ",,,,,,,,,,
